46.3378475	28.60288722	27.5678018
47.39319967	30.69268548	27.58869257
49.18015856	30.49515409	26.91661995
45.82703504	28.97698901	27.36979561
46.99823378	29.74904356	28.14057993
46.91624585	30.60639852	26.12032418
46.6353349	30.44762871	27.51974453
47.7512977	29.36385423	26.68243161
49.17357417	29.08774283	26.43885133
48.75119014	28.59096894	27.21951543
49.2856894	30.12033549	27.52308993
45.77092076	29.74216329	28.387746
48.74810182	29.26718685	27.74217179
48.50468711	29.80378411	26.46882714
48.89232254	28.8622325	26.50702466
49.02805	30.35542435	26.9752669
48.90982989	30.43546483	28.18796657
45.27783331	28.74804899	26.60566989
48.90113525	31.65598741	26.2569857
46.88981745	29.24302251	27.01726083
47.38248641	30.70692821	27.40570947
48.17576302	31.32204557	25.950594
48.1367583	31.61359537	26.97080482
45.01210693	31.12636561	26.8909335
49.17955862	31.44847925	26.88428783
45.42705933	29.25586907	27.47189985
49.14540782	31.11014655	26.29040241
48.76899531	30.80516169	26.99633423
46.83441583	28.69001715	27.75967608
48.2060786	30.48312664	26.36141829
45.83667456	31.58707306	28.35853799
46.75974139	31.77670003	27.80140719
47.32988511	31.02375913	27.48220834
44.95885156	29.84894109	28.14573309
49.1588824	29.39271457	26.70722436
48.85783973	28.71889731	26.92560815
46.97431194	30.83369309	27.75372731
48.141043	30.53899743	26.91335097
47.32177696	29.24181806	27.57475094
48.2080362	29.19016826	28.06307787
46.07730075	30.76499367	28.00728878
45.90026758	30.14807319	28.11505511
45.07214785	29.2786612	26.24341026
46.85928583	29.12493836	26.56835971
46.2751868	31.32111549	26.96388503
45.88550971	31.29400019	27.48999331
47.94448597	29.14379311	26.006031
49.21300879	31.32889789	26.64707539
45.23156787	31.1132771	28.16952299
48.61722494	28.47173516	26.31817707
44.97485908	29.71620868	27.89243808
47.04782246	31.1001203	26.64666419
48.04367294	29.06807173	26.93264197
45.69081315	28.63608015	27.8513796
48.93143173	29.48118999	27.8491699
47.21132409	29.24450511	27.97327
46.62596763	31.13767746	27.19042502
48.25360708	30.77726959	27.79533535
47.71736387	29.90165157	26.32680081
46.0541041	30.99617897	27.32695622
48.64077019	29.16184113	26.23015494
46.85681832	30.93689731	25.94008291
47.03248474	31.47309496	26.6391043
46.43328723	28.97716038	26.64164749
48.27524885	28.73948773	26.72567224
49.20182503	31.7206892	28.07961207
46.28375983	31.24425261	27.07058863
46.27626309	29.48732739	27.50140635
45.57229134	31.56119542	27.93091816
47.43948927	31.40514255	26.02157929
45.12885972	29.51401721	28.20245898
47.79397099	28.42902388	26.23903127
45.37096533	30.04942948	26.45140491
46.0969036	30.50814152	28.01417671
45.92717902	30.44030997	26.99087085
48.96063822	31.71708254	27.83203937
47.2881866	30.01622027	28.11927008
47.58817474	31.08071227	26.76205202
48.36432672	31.60523884	26.83378527
46.96478747	29.63027271	26.04106012
49.34494434	30.31584836	27.75266351
46.63715049	29.35262728	28.39120731
48.46302606	29.78232028	28.3970474
46.73558597	30.33537439	28.29174593
48.51744615	29.03978306	26.5839509
46.90579037	29.49017271	27.22911102
45.92075888	30.86316314	26.58831533
47.2285315	30.65708675	27.51500225
46.69381616	29.65058388	27.96182851
48.95717987	29.46852315	28.14678917
48.39885168	31.56222787	26.29520189
48.28240227	28.9785942	27.63097059
49.27359666	29.92746271	28.16346039
48.79225666	30.26727251	27.05032168
47.10505925	28.74127362	28.27904441
46.87419662	29.74745288	27.49331231
45.53721117	28.73564584	26.97418073
45.10758431	28.83430879	27.09660209
45.40014527	31.05955244	26.86166975
47.96731402	31.57057896	27.91760007
